field_name,declaring_file,declaration_kind,nullability,default,check,fk,enum_coercion,required,current_role,owner_category,target_owner_file,target_descriptor,deletion_proof,pinned_tests,metric_id,baseline_count,target_count,quire_dependency_id,sidecar_disposition,slice_id,status
ConceptDescriptionKindRequest,propstore/app/concepts/mutation.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/concepts/declaration.py,concept,class_surfaces_app_world: 228 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_app_world,228,0,,,concepts,not-needed
ConceptProtoRoleRequest,propstore/app/concepts/mutation.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/concepts/declaration.py,concept,class_surfaces_app_world: 228 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_app_world,228,0,,,concepts,not-needed
ConceptAddValueRequest,propstore/app/concepts/mutation.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/concepts/declaration.py,concept,class_surfaces_app_world: 228 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,class_surfaces_app_world,228,0,,,concepts,not-needed
source,propstore/app/contexts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
context,propstore/app/contexts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
justification,propstore/app/contexts.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
ContextAddRequest,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextAddReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextShowReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextRemoveReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextSearchRequest,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextLiftingRuleAddRequest,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextLiftingRuleUpdateRequest,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextLiftingRuleShowReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextLiftingRuleAddReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextLiftingRuleUpdateReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
ContextLiftingRuleRemoveReport,propstore/app/contexts.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,presentation-adapter,propstore/families/contexts/declaration.py,context,class_surfaces_app_world: 228 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,class_surfaces_app_world,228,0,,,contexts,not-needed
source,propstore/app/forms.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
concept,propstore/app/forms.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
form,propstore/app/forms.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,table_name_mentions_outside_sidecar,544,0,QD-005,,world,complete
FormAddRequest,propstore/app/forms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
FormAddReport,propstore/app/forms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
FormRemoveReport,propstore/app/forms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
FormValidationReport,propstore/app/forms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
FormShowReport,propstore/app/forms.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
GroundingQueryRequest,propstore/app/grounding.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
GroundingExplainRequest,propstore/app/grounding.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
MaterializeRequest,propstore/app/materialize.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
MergeInspectRequest,propstore/app/merge.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
MergeInspectReport,propstore/app/merge.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
MergeCommitRequest,propstore/app/merge.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
MergeCommitReport,propstore/app/merge.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,presentation-adapter,propstore/families/_generated/catalog.py,catalog,class_surfaces_app_world: 228 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_app_world,228,0,,,world,not-needed
source,propstore/app/micropubs.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
